samples
-39.93909905320895
-60.08537109691615
-63.831720580193334
-55.85861061156247
-59.80451627871146
-70.43897651426697
-52.36741224793731
-54.10705580947676
-64.71494078636
-57.556597115261624
-43.503931908572824
-60.68348694500445
-55.19574618984872
-47.33955125473848
-60.94007394862517
-61.605939927449455
-63.60763104051715
-47.61237878951705
-40.1014694390271
-61.30332242841904
-49.58623705118232
-55.47482955072685
-45.081622267699586
-63.66856653974834
-54.30999718011931
-57.02853291442095
-52.33202267333782
-46.83096605341571
-56.864071957427896
-52.71845473064779
-56.18626316684204
-46.806569946358465
-64.34992426615956
-49.27895420147284
-55.69554795988857
-54.60090280388745
-53.50642977411006
-37.46968363611076
-55.88505756320221
-48.69817592951746
-54.307301272071626
-48.57862627712073
-48.21692263531871
-38.45674774535256
-52.18686850160144
-47.03783291177727
-60.55125651049481
-54.99338453229798
-42.20643823012041
-52.14964927178242
-46.55086526651557
-52.38694120218791
-60.28177740647051
-50.35210657857807
-51.13404313044158
-66.40517283729797
-55.02692732616505
-62.19530663444259
-64.91426612763722
-51.049924622242074
-54.21795798507914
-53.563193367018684
-35.4130499567802
-45.259203793126076
-58.642270883638204
-60.42119464351457
-60.920493022857826
-59.160068918529916
-49.0016731119086
-46.57428770101457
-43.78287606925936
-48.3113980100798
-74.24213183316776
-47.131655872212164
-35.667952487319624
-65.59922584509026
-47.902853005621566
-47.132516074488294
-46.705738080154035
-41.728796168174924
-47.719615239254026
-57.08260898339448
-54.82026767435151
-56.62283839467973
-49.61097889595918
-57.76880005374382
-46.88889485896787
-50.198839639744634
-64.39010215215971
-60.959600453195534
-43.402025719584586
-60.9469975305329
-51.97251852365518
-39.072979290448004
-54.51228166855883
-67.2052546257173
-42.94945452040214
-50.03750943341551
-55.98764289182945
-43.87338333831171
-54.72062607520702
-54.43222644978489
-48.303242586762494
-53.343632517698964
-49.71331551202043
-62.401887043965345
-66.49075193759064
-54.20104737500186
-56.87622775411781
-47.599903288626976
-54.449304823133886
-56.98628783648341
-51.985428817563175
-60.46952799269825
-59.13039408335406
-63.65108385093511
-49.462249371801576
-54.085542806949675
-58.53348087833599
-60.945599574768195
-64.9667882396413
-48.85850454493966
-63.37999190844603
-55.263962463893606
-45.91715827841621
-47.80882849829352
-59.18950514206277
-55.006163120887564
-52.59282223336838
-56.32991407348594
-53.694967278768345
-56.10870990581718
-53.438656389174625
-47.81045267295774
-76.00554127270341
-34.42865612085633
-54.28309384305565
-54.88887083401788
-60.72402910071135
-48.112304621228574
-50.25232967331762
-56.981174804859776
-40.12543275427875
-54.83454797379149
-54.33385141711865
-58.934216253659045
-47.458254153569825
-53.302590510911514
-47.762704609898535
-39.01615571139867
-58.51564532579032
-65.69696175283765
-58.0491303947441
-40.75305231101463
-59.12563740375872
-63.08638534413488
-43.746570883808616
-63.993982057245134
-55.23166427062314
-42.59050145402871
-43.748443691252376
-54.2847421439365
-51.681136707224354
-56.466193352631834
-54.3707137976014
-55.31522007028049
-53.67881300874707
-56.55321613664485
-37.243723738737785
-42.06484582878805
-47.01514364996909
-46.15804336207633
-49.97329274036257
-54.089671865062215
-49.88111367058228
-49.54758658220622
-58.56772067670947
-64.40257206329584
-56.50273151138275
-53.938051858644585
-55.31848255949468
-44.44784139630296
-59.93929808888656
-54.310895130561036
-50.44640423741946
-55.36902361115115
-54.1847535043385
-59.591894845321676
-53.168094545020764
-53.13217130768932
-46.55696062256702
-60.22618573210268
-59.56285159947355
-50.74146010221041
-54.078870419552246
-40.34240784283257
-54.76459286433776
-52.755135614600064
-64.57964414765841
-56.16354431864609
-52.0077644209406
-42.586550362723344
-60.67185618024878
-60.481770534529474
-54.116644309618536
-38.89537069416902
-42.875717589253654
-49.613696233602596
-49.390720603920116
-59.584209041025346
-50.822715675421406
-58.6083496148794
-54.378789610184825
-59.77425846267364
-62.194198016711496
-48.568553517107105
-64.51358275828504
-54.185489914330745
-65.93282711890843
-57.370419498370964
-57.03049004309274
-57.949236549962436
-40.64353016626613
-54.91670779116713
-57.62681176746709
-47.06512170752937
-47.5605932525245
-66.4715886064095
-45.865893072069824
-57.99033131785184
-58.50327386235675
