samples
-48.295141109531784
-42.9718348217115
-54.84901271917644
-48.125865245241584
-45.92624683343121
-31.29823215383729
-54.64482936319217
-42.982640061835525
-40.50822625300009
-42.76304656302375
-28.633437660541205
-50.967968425345674
-57.44139421325315
-49.66086531770247
-46.10589095851901
-50.356052587629705
-39.65339167989151
-39.3638736165955
-44.564811037475636
-44.60857150139174
-50.633078966682916
-28.05290626410705
-54.16703178994342
-54.28943771129926
-39.03912280416094
-51.8233645057459
-39.98386347802324
-42.777783503900395
-48.129506101793964
-37.71616035315816
-46.505784349771574
-57.880641173703765
-48.79896817611609
-50.139969809350305
-40.03567606119924
-46.74759723032241
-45.52737313970664
-36.326671343818475
-47.93103590079298
-46.6361691478896
-49.578641145259866
-45.85895703982155
-42.46293522213557
-44.559193711549796
-49.502008576521405
-50.12664944870755
-45.77614836252678
-39.03312264890192
-34.53893262729926
-48.462441051133624
-37.0489686001323
-49.864025116848154
-40.899036032430075
-49.65687646753656
-43.34070400743343
-44.52739987586335
-51.711942950677496
-45.1954505807837
-35.95947210275344
-39.65058993618493
-42.031116528842745
-54.05683246992439
-50.02158027040895
-46.61315352536241
-44.68085461645791
-51.93869136480649
-50.329196886791465
-47.560251618045754
-43.544980773278866
-57.86991529708024
-27.74825014526887
-40.632772744402445
-44.40203907714107
-30.235398211725794
-49.65237918239447
-49.60350567623823
-52.40292265993844
-33.505992639361835
-41.618092191332835
-48.71764930947879
-46.23966077153503
-49.315412322470934
-51.72889462618437
-48.766360377974706
-56.007054119180566
-46.018381208605945
-52.912976398041764
-45.97855221210884
-56.54561485884233
-44.34646170007073
-44.431528355068934
-50.534701823294995
-35.30392045509683
-56.78881513481119
-47.42214647122185
-31.240320053602886
-49.38215676773439
-33.75111381608443
-48.927097083496136
-53.97265474897594
-46.09297318825671
-50.093469448652996
-51.118778299032044
-47.798859507517165
-47.66982363368692
-49.12387848686495
-42.6517140941491
-52.559029148212346
-44.71999675374724
-38.666324059725554
-47.98031994894441
-35.64982139727533
-49.5986023796992
-48.27464137602661
-47.147982335958716
-39.648080675272894
-54.90861925215938
-43.578049984496204
-48.877424161434476
-51.31464734486829
-45.544829651703736
-48.29456878776088
-50.643193046815526
-56.82508619280162
-53.625059775663686
-33.82806373311436
-42.76288201384665
-49.52818903322225
-36.703475791591416
-45.23833719011702
-50.24124332960076
-38.50506316319721
-50.265379790866376
-51.63912965258848
-48.021760143798616
-56.07115080191255
-50.95381164132493
-44.28413883044334
-48.36616521737619
-50.37163071055062
-46.02161657509558
-44.053751403386144
-52.367835236756974
-58.11916689173336
-47.34705125160508
-35.52179492418429
-35.033384647431205
-58.537549671113794
-45.62718973463885
-51.13913569714933
-41.05504335915742
-52.15575407581272
-45.985959883908606
-48.05698702719377
-50.9810260770507
-49.98097935819325
-44.2208509514501
-52.440712289573725
-45.84748089637591
-32.94431825280569
-47.27127213599209
-51.7778748617001
-56.01109081294766
-32.100317763614854
-49.85015462741194
-37.066157400942785
-46.61039676784364
-48.66171198289442
-41.70918720572351
-50.93126398437022
-36.03713075674432
-36.025318547793006
-45.917925284477064
-50.98301042460383
-45.93679665402789
-44.35897416966142
-42.188338386171495
-45.92628912296067
-53.92677416762277
-39.42111081829427
-52.53665034733544
-55.240347598772246
-45.19754641726465
-43.69992718153995
-44.75616854232385
-56.91305109989679
-52.84860914553019
-46.60832066055903
-34.244405887079324
-49.67680992265275
-31.111228337547757
-50.03242203269298
-46.12847490449258
-46.77100486327919
-48.88653716535566
-29.768673717886344
-51.603891976987995
-49.165543026694195
-49.36313657836695
-40.544449093544415
-35.18857877291185
-54.79981386309086
-30.857663473055425
-49.93349567152438
-53.91030881399189
